"geneID","logfc.DE","B.DE","M.ChIP","A.ChIP","log.p.ChIP","B.ChIP","p.DE","p.ChIP","B.nothing","B.DE.only","B.ChIP.only","B.ChIP.DE"
"ENSG00000100883",-0.0633417076541494,0.349071647129845,0.21769735340449,-7.94805912407831,-3.7911678214705,-3.76834000869488,0.586392437676841,0.0225692296241649,0.116288191600367,-0.518776300049102,-4.43958147324422,-2.36146205078942
"ENSG00000125398",0.300085818850412,-0.354831991248391,1.88641962338615,-6.98236198702639,-3.32533992116371,-3.28871712576645,0.412211168281784,0.0359602930110055,0.664292190557082,-1.2063851175956,-3.72637961464026,-2.36448679942275
"ENSG00000030304",0.103563008454705,0.409054823465819,0.425915254502025,-7.49255228669165,-3.82906857565279,-3.80709915973199,0.600861221606982,0.0217298459144421,0.0656319198493512,-0.461031583110186,-4.5032372456372,-2.36469306214397
"ENSG00000100479",-0.163764168312056,-0.197289967016342,1.79416055197473,-7.11690248007616,-3.44053079542875,-3.40795835658528,0.450836870954938,0.0320476700556782,0.552958428797431,-1.04976722952855,-3.88837856361903,-2.36550862972038
"ENSG00000174840",0.175617073549928,0.349245676199659,0.610020933089481,-7.70060403984826,-3.79630145903673,-3.77359187307378,0.586434645416964,0.0224536642682545,0.117207040544504,-0.517808342827333,-4.44445743377235,-2.36654409841455
"ENSG00000085662",0.0339539638463419,0.517440168096532,0.577599841834089,-7.0575689565917,-3.89174251660323,-3.87112160888809,0.626548997440775,0.020409750704744,-0.0280429994987062,-0.357879248033223,-4.61481403817636,-2.36691856470067
"ENSG00000197381",0.171034253549405,0.238693311933376,1.14136506366023,-6.76283820320077,-3.73090551725828,-3.70664241467828,0.559391611452331,0.0239711197434164,0.210505175699109,-0.623793696795242,-4.33330792884991,-2.36738245914937
"ENSG00000144810",0.00829401916642008,0.324085113453966,0.218229126881526,-8.14069690346428,-3.78235657472343,-3.75932438720992,0.580319501708522,0.0227689713698831,0.138764539679306,-0.541751627164318,-4.4198104203286,-2.36742254779006
"ENSG00000203799",-0.149032945114534,0.198622629297963,1.18030965021289,-6.91974769533062,-3.70815376435287,-3.68332531733994,0.549493051888402,0.0245227562902275,0.244185384050051,-0.662145570608242,-4.29454487252043,-2.36937231605617
"ENSG00000113231",0.0361952901229781,0.298274800803891,0.884869047561175,-7.99396289870487,-3.7699927515432,-3.74667066321605,0.574020723463316,0.0230522303797159,0.161233437646794,-0.566028759924868,-4.39648257176098,-2.3704442557667
"ENSG00000078114",-0.0371742384570336,0.311714313079117,0.322564789772223,-8.36914397724762,-3.77803356965648,-3.75490043526441,0.577303650260139,0.0228676148129124,0.149886851848783,-0.553132501059276,-4.41010999972365,-2.37046959337211
"ENSG00000114030",-0.137419347902423,0.32901891126707,0.112819812882834,-7.99176421437038,-3.7888154075211,-3.76593321123928,0.581520643709731,0.0226223842911376,0.135338094556586,-0.536467009656914,-4.4281135993392,-2.37099960027041
"ENSG00000179222",-0.22051654862209,0.323702320937463,0.16640405901694,-8.99633215296227,-3.78572217736785,-3.76276827175795,0.580226270193706,0.022692468870351,0.139858754425886,-0.541551899480037,-4.42278051785464,-2.3710505354684
"ENSG00000119446",-0.205075763500994,0.475753037467292,0.419852959826479,-7.24564168956049,-3.87301048307625,-3.85199553773571,0.616744516169227,0.0207956700820713,0.00917618672239705,-0.396634198160721,-4.57660874942772,-2.37114378952243
"ENSG00000144959",-0.282917234089271,0.320957760500766,0.95486141938121,-7.15088956556093,-3.7863019886253,-3.76336154187695,0.579557647972354,0.022679315335093,0.142657318239059,-0.543835036637807,-4.42206468018117,-2.37327777862913
