"geneID","logfc.DE","B.DE","M.ChIP","A.ChIP","log.p.ChIP","B.ChIP","p.DE","p.ChIP","B.nothing","B.DE.only","B.ChIP.only","B.ChIP.DE"
"ENSG00000185100",-0.0323411439323933,-0.949136516502375,-0.0672107921645652,-7.70274766585407,-3.8135123658889,-3.79119464502988,0.279058508634852,0.0220705229068334,1.35645516799224,-1.71030305570186,-4.04937539889593,-3.32994476129513
"ENSG00000100167",-0.147011362791684,-0.974186570659115,-0.2041922234404,-7.851777243976,-3.79567620589213,-3.77295225363829,0.274046816821873,0.0224677078823955,1.37472077335953,-1.73544873076945,-4.02703189150287,-3.33314894755388
"ENSG00000176912",-0.134542838028271,-0.964062268622576,-0.356844084747608,-7.72978127648921,-3.80513480450456,-3.78262720139493,0.276065598658649,0.0222561967282521,1.36794640115381,-1.72514425359917,-4.03827382179971,-3.33410363275914
"ENSG00000104870",-0.0357432494276537,-1.01876851411379,-0.881946394870281,-7.96622128754686,-3.75988605638951,-3.73632425079736,0.265267348457738,0.0232863935594948,1.40568809716553,-1.78047815673077,-3.98344974393971,-3.33499209796327
"ENSG00000139970",-0.137234502580221,-1.00068166105585,-0.161629308958408,-8.10323627918859,-3.78013722570381,-3.75705326975667,0.268807419782915,0.0228195597800754,1.39474411637725,-1.76184685495727,-4.00676466430419,-3.33996955388345
"ENSG00000054690",-0.131755171281362,-0.985038540593232,-0.359689036879839,-7.80246677257682,-3.79668893539814,-3.77398824777561,0.271893171890457,0.0224449656894792,1.384893785461,-1.74580032460482,-4.02600469927518,-3.3433411377136
"ENSG00000154856",-0.0321375199841993,-1.00526438376824,-0.21122625009778,-8.0784378086189,-3.78021918141294,-3.75713713925236,0.267907640558858,0.0228176896635059,1.3989358170433,-1.76624109781346,-4.00600364127584,-3.34394050200598
"ENSG00000137309",-0.115566112340046,-0.839762648847839,-0.335828601026219,-7.22767927279041,-3.9196616185356,-3.89961419534545,0.30158477524807,0.0198478097391161,1.28137156347707,-1.59888718111527,-4.17567428184637,-3.34536361561044
"ENSG00000197548",-0.00650977912770392,-0.925573518851124,-0.205585119894835,-7.43631329497831,-3.85894295721351,-3.83762709886487,0.283823613834265,0.0210902810741649,1.34629226955734,-1.68489775327615,-4.09872318358015,-3.35578615773337
"ENSG00000166797",-0.0446074948980005,-0.956799520809636,-0.397404607178519,-7.5153450008328,-3.83887601342733,-3.81712335714455,0.277519441494484,0.0215177734464139,1.36996808026743,-1.71609845833876,-4.07295057178848,-3.36187007521457
"ENSG00000232956",-0.0932949720415432,-0.846432912340343,-0.092610118565269,-7.14231782195228,-3.94601664787559,-3.92649579682316,0.300181670505624,0.0193315529937236,1.29360599079144,-1.60372281405533,-4.20027766784362,-3.3773415469255
