Probes.Probe_Type VCap.Probe_id VCap.Gene_symbol point_change androgen_point_change
Common Probe ILMN_1675844 WDR1 4 0
Common Probe ILMN_1672443 QDPR 5 0
Common Probe ILMN_1749821 MED28 15 0
Common Probe ILMN_1841485 BX109290 9 0
Common Probe ILMN_1767900 LGI2 0 0
Common Probe ILMN_1797822 KIAA0746 10 0
Common Probe ILMN_1713892 C4orf34 15 0
Common Probe ILMN_1747223 FRYL 1 0
Common Probe ILMN_1700306 OCIAD2 3 0
Common Probe ILMN_1713841 LNX1 2 0
Common Probe ILMN_1674302 PPAT 4 0
Common Probe ILMN_1773760 PAICS 6 0
Common Probe ILMN_1665066 C4orf14 10 0
Common Probe ILMN_1808677 UGT2B17 3 0
Common Probe ILMN_1752214 UGT2B17 3 13
Common Probe ILMN_1740443 LOC728811 9 0
Common Probe ILMN_1781859 UGT2B28 7 0
Common Probe ILMN_1805003 UGT2B4 6 0
Common Probe ILMN_1682763 DQ894588 12 8
Common Probe ILMN_1652434 MTHFD2L 9 NA
Common Probe ILMN_1656560 DKFZP564O0823 12 0
Common Probe ILMN_1711223 BC040182 14 22
Common Probe ILMN_1812926 DKFZp667K1925 5 0
Common Probe ILMN_1724959 SEC31A 7 5
Common Probe ILMN_1697493 WDFY3 3 0
Common Probe ILMN_1801833 ARHGAP24 5 0
Common Probe ILMN_1714083 KLHL8 9 0
Common Probe ILMN_1654639 DKFZp667F2121 12 0
Common Probe ILMN_1752510 FAM13A 2 0
Common Probe ILMN_1840208 BX096222 2 0
Common Probe ILMN_1701933 SNCA 2 0
Common Probe ILMN_1799028 TSPAN5 2 0
Common Probe ILMN_1764309 ADH1A 11 11
Common Probe ILMN_1740717 ADH1C 14 8
Common Probe ILMN_1707858 H2AFZ 21 13
Common Probe ILMN_1670970 PPP3CA 9 0
Common Probe ILMN_1714965 NFKB1 4 0
Common Probe ILMN_1800733 MANBA 9 1
Common Probe ILMN_1870303 AK093356 0 9
Common Probe ILMN_1781819 PAPSS1 11 8
Common Probe ILMN_1790008 CYP2U1 2 0
Common Probe ILMN_1719906 HADH 7 0
Common Probe ILMN_1679185 LEF1 4 0
Common Probe ILMN_1735148 SEC24B 4 0
Common Probe ILMN_1745469 SEC24B 3 0
Common Probe ILMN_1801766 CCDC109B 4 0
Common Probe ILMN_1683415 CAMK2D 9 6
Common Probe ILMN_1758816 UGT8 7 1
Common Probe ILMN_1741003 ANXA5 4 3
Common Probe ILMN_1651610 SPRY1 1 0
Common Probe ILMN_1691860 SPRY1 2 0
Common Probe ILMN_1765212 LARP2 11 6
Common Probe ILMN_1733390 LARP2 6 0
Common Probe ILMN_1691559 ELF2 1 0
Common Probe ILMN_1802027 MGST2 6 0
Common Probe ILMN_1765159 ELMOD2 21 13
Common Probe ILMN_1767446 RNF150 4 0
Common Probe ILMN_1710873 ZNF330 0 0
Common Probe ILMN_1699206 FHDC1 1 0
Common Probe ILMN_1698100 ANXA2P1 5 0
Common Probe ILMN_1808590 GUCY1A3 4 0
Common Probe ILMN_1892417 LOC729971 3 0
Common Probe ILMN_1706265 TRIM61 18 1
Common Probe ILMN_1780618 TMEM192 0 0
Common Probe ILMN_1701837 KLHL2 5 0
Common Probe ILMN_1689842 SC4MOL 6 0
Common Probe ILMN_1656826 SH3RF1 3 0
Common Probe ILMN_1726986 AADAT 8 1
Common Probe ILMN_1726204 SCRG1 4 0
Common Probe ILMN_1667707 SPCS3 13 8
Common Probe ILMN_1802456 DCTD 14 8
Common Probe ILMN_1725108 SNX25 6 0
Common Probe ILMN_1756417 ANKRD37 3 0
Common Probe ILMN_1716407 SORBS2 5 0
Common Probe ILMN_1754795 FAT1 4 0
Common Probe ILMN_1666757 AK131350 3 0
Common Probe ILMN_1796589 TRIP13 3 0
Common Probe ILMN_1684108 IRX4 1 0
Common Probe ILMN_1821844 CR745374 2 0
Common Probe ILMN_1793241 SRD5A1 5 0
Common Probe ILMN_1709634 CMBL 2 0
Common Probe ILMN_1695711 FAM105A 1 0
Common Probe ILMN_1790062 FAM105B 1 0
Common Probe ILMN_1776109 ZNF622 2 6
Common Probe ILMN_1811330 FAM134B 4 0
Common Probe ILMN_1791270 CDH10 3 0
Common Probe ILMN_1729095 PDZD2 8 1
Common Probe ILMN_1769556 C5orf23 4 0
Common Probe ILMN_1792741 AMACR 2 0
Common Probe ILMN_1759670 AMACR 2 0
Common Probe ILMN_1682139 RAI14 3 0
Common Probe ILMN_1665538 SKP2 5 1
Common Probe ILMN_1768293 NUP155 12 8
Common Probe ILMN_1654109 EGFLAM 4 1
Common Probe ILMN_1795930 PTGER4 0 0
Common Probe ILMN_1800796 DQ596809 13 0
Common Probe ILMN_1775814 GHR 5 2
Common Probe ILMN_1782753 BC101385 2 0
Common Probe ILMN_1726743 MRPS30 0 0
Common Probe ILMN_1665792 ITGA2 5 0
Common Probe ILMN_1739161 PPAP2A 6 1
Common Probe ILMN_1676296 PPAP2A 8 0
Common Probe ILMN_1724265 AF163475 2 0
Common Probe ILMN_1777061 ZSWIM6 2 0
Common Probe ILMN_1803312 DIMT1L 5 0
Common Probe ILMN_1738438 MAST4 5 0
Common Probe ILMN_1709728 SLC30A5 7 1
Common Probe ILMN_1680154 MAP1B 3 0
Common Probe ILMN_1711414 MRPS27 8 0
Common Probe ILMN_1677221 PTCD2 4 0
Common Probe ILMN_1779147 ENC1 4 0
Common Probe ILMN_1769433 IQGAP2 9 0
Common Probe ILMN_1742866 F2R 3 0
Common Probe ILMN_1673113 F2RL1 0 4
Common Probe ILMN_1692589 CR597892 6 0
Common Probe ILMN_1690621 KIAA0686 9 1
Common Probe ILMN_1786197 NR2F1 8 NA
Common Probe ILMN_1744949 RHOBTB3 3 0
Common Probe ILMN_1710479 RGMB 3 0
Common Probe ILMN_1677292 C5orf30 3 0
Common Probe ILMN_1680738 C5orf13 8 1
Common Probe ILMN_1654609 TIGA1 2 1
Common Probe ILMN_1689831 FLJ11235 15 0
Common Probe ILMN_1749996 KCNN2 6 2
Common Probe ILMN_1685636 KCNN2 5 0
Common Probe ILMN_1651346 TICAM2 9 5
Common Probe ILMN_1753931 CDO1 2 0
Common Probe ILMN_1658911 AP3S1 4 0
Common Probe ILMN_1713529 SEMA6A 3 0
Common Probe ILMN_1709153 PRR16 5 0
Common Probe ILMN_1695880 LOX 2 0
Common Probe ILMN_1687508 ALDH7A1 16 NA
Common Probe ILMN_1763461 ALDH7A1 21 1
Common Probe ILMN_1655796 MARCH3 3 0
Common Probe ILMN_1699644 MARCH3 3 0
Common Probe ILMN_1735038 MARCH3 3 0
Common Probe ILMN_1795778 P4HA2 5 0
Common Probe ILMN_1699357 SLC22A5 5 0
Common Probe ILMN_1695917 C5orf15 0 1
Common Probe ILMN_1736888 SAR1B 6 0
Common Probe ILMN_1746013 SPOCK1 6 5
Common Probe ILMN_1770641 KLHL3 4 0
Common Probe ILMN_1753279 HNRNPA0 10 1
Common Probe ILMN_1701711 BRD8 7 6
Common Probe ILMN_1695658 KIF20A 3 0
Common Probe ILMN_1725260 CDC25C 13 1
Common Probe ILMN_1662878 PACAP 0 3
Common Probe ILMN_1688730 DNAJC18 15 9
Common Probe ILMN_1745256 CXXC5 1 0
Common Probe ILMN_1761566 C5orf32 4 0
Common Probe ILMN_1745213 PCDHB3 15 4
Common Probe ILMN_1814710 PCDHB5 11 0
Common Probe ILMN_1801051 PCDHB8 10 1
Common Probe ILMN_1783671 PCDHB12 11 1
Common Probe ILMN_1652540 RELL2 7 4
Common Probe ILMN_1716758 PCDH1 7 6
Common Probe ILMN_1661137 SH3RF2 13 0
Common Probe ILMN_1679262 DPYSL3 3 0
Common Probe ILMN_1787266 SPINK1 1 0
Common Probe ILMN_1697543 SPINK5L3 11 5
Common Probe ILMN_1695590 ADRB2 1 0
Common Probe ILMN_1795300 FLJ41603 8 4
Common Probe ILMN_1801491 SLC26A2 10 0
Common Probe ILMN_1694686 HMGXB3 2 0
Common Probe ILMN_1760256 RBM22 14 9
Common Probe ILMN_1684368 MST150 2 1
Common Probe ILMN_1726666 GPX3 12 0
Common Probe ILMN_1681984 GALNT10 5 0
Common Probe ILMN_1728742 C5orf4 7 0
Common Probe ILMN_1677200 CYFIP2 11 4
Common Probe ILMN_1658619 WWC1 6 1
Common Probe ILMN_1799725 DOCK2 10 0
Common Probe ILMN_2394571 FBXW11 2 0
Common Probe ILMN_1664068 ERGIC1 8 4
Common Probe ILMN_1691884 STC2 2 0
Common Probe ILMN_1691949 THOC3 11 5
Common Probe ILMN_1763326 C5orf25 9 5
Common Probe ILMN_1749405 KIAA1191 5 9
Common Probe ILMN_1704055 NOP16 2 0
Common Probe ILMN_1660079 RNF44 4 0
Common Probe ILMN_1712913 UNC5A 9 0
Common Probe ILMN_1691188 UIMC1 2 0
Common Probe ILMN_1707175 NSD1 0 0
Common Probe ILMN_1671766 F12 4 0
Common Probe ILMN_1769926 DBN1 10 6
Common Probe ILMN_1743655 TMED9 6 3
Common Probe ILMN_1798557 FAM153A 5 0
Common Probe ILMN_1910550 DR980253 0 0
Common Probe ILMN_1718672 NHP2 6 1
Common Probe ILMN_1651296 FLT4 15 5
Common Probe ILMN_1899760 LOC153577 8 5
Common Probe ILMN_1761912 MGAT1 4 0
Common Probe ILMN_1671809 DUSP22 3 0
Common Probe ILMN_1711227 GMDS 19 7
Common Probe ILMN_1712400 SERPINB6 7 0
Common Probe ILMN_1657746 BPHL 11 0
Common Probe ILMN_1740927 LYRM4 13 2
Common Probe ILMN_1750693 SSR1 7 1
Common Probe ILMN_1788108 TXNDC5 10 0
Common Probe ILMN_1803984 MAK 7 0
Common Probe ILMN_1716843 ELOVL2 2 0
Common Probe ILMN_1758719 NEDD9 1 0
Common Probe ILMN_1778240 GFOD1 8 0
Common Probe ILMN_1764177 JARID2 4 0
Common Probe ILMN_1729487 GMPR 6 0
Common Probe ILMN_1691237 CAP2 12 7
Common Probe ILMN_1764082 MBOAT1 5 6
Common Probe ILMN_1815745 SOX4 5 0
Common Probe ILMN_1675946 ISG20L2 10 5
Common Probe ILMN_2372398 ALDH5A1 7 3
Common Probe ILMN_1720461 SLC17A4 4 0
Common Probe ILMN_1651496 HIST1H2BD 14 9
Common Probe ILMN_1791949 PGBD1 5 0
Common Probe ILMN_1730005 TRIM27 11 0
Common Probe ILMN_1655482 TRIM27 8 4
Common Probe ILMN_1679060 POU5F1 2 0
Common Probe ILMN_1696601 VARS 7 0
Common Probe ILMN_1660436 HSPA1A 12 0
Common Probe ILMN_1690682 B3GALT4 7 1
Common Probe ILMN_1751020 PACSIN1 2 0
Common Probe ILMN_1778444 FKBP5 2 0
Common Probe ILMN_1712616 C6orf81 7 0
Common Probe ILMN_1703006 MTCH1 13 0
Common Probe ILMN_1677113 RNF8 9 7
Common Probe ILMN_1795484 PGC 2 0
Common Probe ILMN_1777526 MED20 11 0
Common Probe ILMN_1682792 BYSL 7 0
Common Probe ILMN_1736238 GNMT 5 2
Common Probe ILMN_1730940 KLHDC3 11 9
Common Probe ILMN_1662166 PTK7 16 0
Common Probe ILMN_1767219 POLR1C 3 0
Common Probe ILMN_1746686 POLR1C 3 0
Common Probe ILMN_1759495 XPO5 7 0
Common Probe ILMN_1694475 GTPBP2 3 0
Common Probe ILMN_1723971 SLC29A1 5 0
Common Probe ILMN_1717313 NFKBIE 7 1
Common Probe ILMN_1701195 PLA2G7 6 0
Common Probe ILMN_1728785 GPR116 4 0
Common Probe ILMN_1744299 GPR110 4 0
Common Probe ILMN_1787932 GPR110 6 0
Common Probe ILMN_1811410 RHAG 4 0
Common Probe ILMN_1775569 CRISP2 15 5
Common Probe ILMN_1788783 TRAM2 3 0
Common Probe ILMN_1739423 KRT4 14 0
Common Probe ILMN_2174369 ELOVL5 7 0
Common Probe ILMN_1725680 LRRC1 8 0
Common Probe ILMN_1755383 LRRC1 4 0
Common Probe ILMN_1762764 SH3BGRL2 5 0
Common Probe ILMN_1693620 PGM3 3 0
Common Probe ILMN_1733648 SNAP91 3 0
Common Probe ILMN_1794829 MRAP2 4 0
Common Probe ILMN_1699772 RRAGD 9 0
Common Probe ILMN_1659524 NDUFAF4 16 11
Common Probe ILMN_1715096 C6orf168 13 7
Common Probe ILMN_1689237 BVES 2 0
Common Probe ILMN_1652244 POP3 3 0
Common Probe ILMN_1751887 PREP 3 0
Common Probe ILMN_1662331 PDSS2 5 0
Common Probe ILMN_1666502 SOBP 2 0
Common Probe ILMN_1720303 OSTM1 18 7
Common Probe ILMN_1681703 FOXO3 3 0
Common Probe ILMN_1844692 FOXO3 2 0
Common Probe ILMN_1800626 SESN1 2 0
Common Probe ILMN_1754158 C6orf185 8 5
Common Probe ILMN_1807972 MICAL1 5 0
Common Probe ILMN_1800889 FIG4 6 12
Common Probe ILMN_1676891 CDC2L6 5 0
Common Probe ILMN_1701514 TRAF3IP2 2 0
Common Probe ILMN_1663381 TRAF3IP2 0 NA
Common Probe ILMN_1686555 FYN 4 0
Common Probe ILMN_1807042 MARCKS 6 2
Common Probe ILMN_1695604 DCBLD1 4 0
Common Probe ILMN_1696946 NUS1 9 6
Common Probe ILMN_2337263 PKIB 7 0
Common Probe ILMN_1796349 SMPDL3A 4 0
Common Probe ILMN_1687768 NCOA7 4 0
Common Probe ILMN_1810962 PTPRK 8 1
Common Probe ILMN_1727495 L3MBTL3 1 0
Common Probe ILMN_1805448 EPB41L2 9 0
Common Probe ILMN_1733690 AKAP7 1 0
Common Probe ILMN_1749131 ENPP3 8 3
Common Probe ILMN_1766261 SLC2A12 6 4
Common Probe ILMN_1702487 SGK1 1 0
Common Probe ILMN_1711894 MYB 3 0
Common Probe ILMN_1726547 MAP3K5 2 0
Common Probe ILMN_1695107 IL20RA 1 0
Common Probe ILMN_1702691 TNFAIP3 1 0
Common Probe ILMN_1744914 FUCA2 11 7
Common Probe ILMN_1790533 PHACTR2 3 0
Common Probe ILMN_1815121 PLAGL1 6 0
Common Probe ILMN_1712673 SASH1 2 0
Common Probe ILMN_1700024 UST 9 9
Common Probe ILMN_1676197 LRP11 2 0
Common Probe ILMN_1748844 CNKSR3 8 3
Common Probe ILMN_1710078 TMEM181 4 0
Common Probe ILMN_1666967 BRP44L 6 7
Common Probe ILMN_1702501 RPS6KA2 4 0
Common Probe ILMN_1790801 RPS6KA2 3 0
Common Probe ILMN_1671565 RNASET2 11 0
Common Probe ILMN_1719641 SMOC2 4 0
Common Probe ILMN_1743373 DLL1 2 0
Common Probe ILMN_1758915 PDCD2 15 6
Common Probe ILMN_1656656 COX19 11 0
Common Probe ILMN_1694671 ZFAND2A 8 3
Common Probe ILMN_1712291 MICALL2 0 9
Common Probe ILMN_1815937 TMEM184A 14 0
Common Probe ILMN_1681674 MAD1 4 0
Common Probe ILMN_2358069 MAD1L1 3 0
Common Probe ILMN_1712684 FAM20C 2 0
Common Probe ILMN_1810540 SDK1 12 8
Common Probe ILMN_1808707 FSCN1 11 0
Common Probe ILMN_1673252 JTV1 2 0
Common Probe ILMN_1713918 CYTH3 17 0
Common Probe ILMN_1724293 KDELR2 5 1
Common Probe ILMN_1882764 tcag7.903 14 9
Common Probe ILMN_1813561 DQ895224 8 0
Common Probe ILMN_1775405 ARL4A 3 0
Common Probe ILMN_1784292 ANKMY2 2 0
Common Probe ILMN_1676548 BZW2 11 0
Common Probe ILMN_1669881 TSPAN13 9 0
Common Probe ILMN_1814151 AGR2 2 0
Common Probe ILMN_1728787 AGR3 2 0
Common Probe ILMN_1789616 NUPL2 4 0
Common Probe ILMN_1731043 TRA2A 16 0
Common Probe ILMN_1731062 NPY 5 0
Common Probe ILMN_1679995 MPP6 5 0
Common Probe ILMN_1670145 DFNA5 16 0
Common Probe ILMN_1912827 CB157495 8 0
Common Probe ILMN_1753613 HOXA5 4 0
Common Probe ILMN_1739582 HOXA9 0 0
Common Probe ILMN_1682110 HOXA10 10 0
Common Probe ILMN_1770247 HOXA10 3 0
Common Probe ILMN_1738132 HOXA11 4 3
Common Probe ILMN_1731349 HOXA13 10 9
Common Probe ILMN_1774110 CHN2 9 12
Common Probe ILMN_1756439 SCRN1 4 0
Common Probe ILMN_1665243 FKBP14 8 5
Common Probe ILMN_1672605 C7orf41 10 5
Common Probe ILMN_1785158 HERPUD2 2 0
Common Probe ILMN_1690484 KIAA0895 13 7
Common Probe ILMN_1784320 ELMO1 4 0
Common Probe ILMN_1663627 ELMO1 6 0
Common Probe ILMN_1675797 EPDR1 2 0
Common Probe ILMN_1723944 TARP 4 0
Common Probe ILMN_1762957 TARP 4 0
Common Probe ILMN_1754249 TARP 6 0
Common Probe ILMN_1746252 POLD2 12 1
Common Probe ILMN_1763027 AF131776 7 4
Common Probe ILMN_1663397 CAMK2B 13 2
Common Probe ILMN_1692295 MYO1G 7 0
Common Probe ILMN_1898124 C7orf40 2 0
Common Probe ILMN_1652246 NACAD 13 1
Common Probe ILMN_1728445 IGFBP1 2 0
Common Probe ILMN_1746085 IGFBP3 2 0
Common Probe ILMN_1669617 GRB10 4 0
Common Probe ILMN_1776105 PSPH 0 0
Common Probe ILMN_1669878 GUSB 12 10
Common Probe ILMN_1749081 AUTS2 6 3
Common Probe ILMN_1778121 CALN1 5 0
Common Probe ILMN_1704398 FZD9 7 7
Common Probe ILMN_1764489 TBL2 8 5
Common Probe ILMN_1692865 VPS37D 11 5
Common Probe ILMN_1719170 WBSCR27 11 9
Common Probe ILMN_1712628 GTF2IRD1 3 6
Common Probe ILMN_1744129 DTX2 8 0
Common Probe ILMN_2275098 DTX2 6 0
Common Probe ILMN_1658469 P53TG1 11 6
Common Probe ILMN_1772036 STEAP4 2 0
Common Probe ILMN_1787657 CLDN12 8 0
Common Probe ILMN_1802615 CDK6 6 0
Common Probe ILMN_1759598 DLX5 1 0
Common Probe ILMN_1685608 NPTX2 23 19
Common Probe ILMN_1804530 ARPC1B 8 4
Common Probe ILMN_1660426 CPSF4 20 1
Common Probe ILMN_1797154 AZGP1 5 2
Common Probe ILMN_1663195 MCM7 9 4
Common Probe ILMN_1668351 TAF6 3 0
Common Probe ILMN_1703228 AGFG2 11 0
Common Probe ILMN_1771601 UFSP1 9 0
Common Probe ILMN_1757497 VGF 10 0
Common Probe ILMN_1699449 FAM185A 6 0
Common Probe ILMN_1728660 PMPCB 14 0
Common Probe ILMN_1800642 RELN 8 3
Common Probe ILMN_1657451 SRPK2 12 5
Common Probe ILMN_1779353 PUS7 4 0
Common Probe ILMN_1873300 LOC100128737 3 0
Common Probe ILMN_1760087 SLC26A3 3 0
Common Probe ILMN_1658709 LAMB1 3 0
Common Probe ILMN_1773742 DNAJB9 4 0
Common Probe ILMN_1809292 IMMP2L 13 9
Common Probe ILMN_1773650 LRRN3 4 0
Common Probe ILMN_1804895 C7orf53 3 7
Common Probe ILMN_1707763 ST7 6 0
Common Probe ILMN_1746137 ST7 5 0
Common Probe ILMN_1702175 ST7 5 0
Common Probe ILMN_1894038 BX104244 7 0
Common Probe ILMN_1694011 WNT2 4 0
Common Probe ILMN_1684461 CADPS2 0 13
Common Probe ILMN_1666004 WASL 3 0
Common Probe ILMN_1752340 ARF5 9 0
Common Probe ILMN_1655961 C7orf54 7 0
Common Probe ILMN_1793033 RBM28 3 0
Common Probe ILMN_1676515 IMPDH1 4 0
Common Probe ILMN_1727194 CALU 5 1
Common Probe ILMN_1782098 SMO 8 4
Common Probe ILMN_1855278 AW954199 2 0
Common Probe ILMN_1903914 AK129699 2 0
Common Probe ILMN_1824362 BX105338 2 0
Common Probe ILMN_1660357 AK125651 4 0
Common Probe ILMN_1701731 AKR1B1 5 0
Common Probe ILMN_1652223 WDR91 3 0
Common Probe ILMN_1673962 NUP205 11 0
Common Probe ILMN_1751097 CREB3L2 3 0
Common Probe ILMN_1692661 AKR1D1 9 7
Common Probe ILMN_1729973 ZC3HAV1 4 0
Common Probe ILMN_1687440 HIPK2 7 0
Common Probe ILMN_1671583 MKRN1 12 0
Common Probe ILMN_1663132 ADCK2 6 0
Common Probe ILMN_1772645 AGK 13 5
Common Probe ILMN_1802646 EPHB6 10 4
Common Probe ILMN_1674533 TRPV6 5 0
Common Probe ILMN_1725241 GSTK1 9 6
Common Probe ILMN_1690223 CNTNAP2 6 0
Common Probe ILMN_1708105 EZH2 14 8
Common Probe ILMN_1779015 ZNF467 10 0
Common Probe ILMN_1739987 KCNH2 3 0
Common Probe ILMN_1722831 KCNH2 7 0
Common Probe ILMN_1691861 FASTK 6 7
Common Probe ILMN_1651819 GALNT11 20 0
Common Probe ILMN_1736165 MLL3 13 7
Common Probe ILMN_1680193 PAXIP1 5 0
Common Probe ILMN_1686989 INSIG1 2 8
Common Probe ILMN_1690844 DNAJB6 3 0
Common Probe ILMN_1728844 PTPRN2 0 0
Common Probe ILMN_1859847 BX104191 4 0
Common Probe ILMN_1784630 KBTBD11 9 3
Common Probe ILMN_1724782 AL832996 3 0
Common Probe ILMN_1815032 SOX7 2 0
Common Probe ILMN_1652521 MTMR9 1 0
Common Probe ILMN_1696360 CTSB 5 9
Common Probe ILMN_1805993 AL832996 6 0
Common Probe ILMN_1723953 AL832996 4 0
Common Probe ILMN_1655051 FAM86B1 7 0
Common Probe ILMN_1705953 LONRF1 2 0
Common Probe ILMN_1781400 SLC7A2 10 0
Common Probe ILMN_1688071 NAT1 4 0
Common Probe ILMN_1679322 SH2D4A 3 0
Common Probe ILMN_1787705 ATP6V1B2 12 5
Common Probe ILMN_1752285 EPB49 18 NA
Common Probe ILMN_1690546 PPP3CC 3 0
Common Probe ILMN_1699265 DKFZp686A24188 2 0
Common Probe ILMN_1721316 TNFRSF10A 5 0
Common Probe ILMN_1715969 SLC25A37 2 0
Common Probe ILMN_1790778 PNMA2 22 7
Common Probe ILMN_1672503 DPYSL2 13 0
Common Probe ILMN_1789266 CCDC25 21 0
Common Probe ILMN_1772876 ZNF395 4 0
Common Probe ILMN_1715823 FBXO16 10 5
Common Probe ILMN_1712659 PPP2CB 2 0
Common Probe ILMN_1675693 PPP2CB 4 0
Common Probe ILMN_2409596 RAB11FIP1 6 0
Common Probe ILMN_1675406 PPAPDC1B 0 0
Common Probe ILMN_1796339 PLEKHA2 18 6
Common Probe ILMN_1741171 TM2D2 3 0
Common Probe ILMN_1676946 AP3M2 4 0
Common Probe ILMN_1813763 SLC20A2 7 4
Common Probe ILMN_1782050 CEBPD 1 0
Common Probe ILMN_1655740 SNAI2 1 0
Common Probe ILMN_1696311 IMPAD1 7 4
Common Probe ILMN_1679217 FAM110B 3 0
Common Probe ILMN_1716596 NSMAF 3 0
Common Probe ILMN_1823231 CR603183 11 0
Common Probe ILMN_1696615 CA8 4 0
Common Probe ILMN_1652394 RAB2A 13 6
Common Probe ILMN_1687867 CR611604 2 0
Common Probe ILMN_1767658 RRS1 3 0
Common Probe ILMN_1702858 ADHFE1 8 0
Common Probe ILMN_1657295 CPA6 0 0
Common Probe ILMN_1812841 C8orf34 7 0
Common Probe ILMN_1758324 OATPRP4 3 0
Common Probe ILMN_1714335 RDH10 2 0
Common Probe ILMN_1769720 STAU2 3 0
Common Probe ILMN_1739032 TMEM70 0 6
Common Probe ILMN_1693985 JPH1 3 0
Common Probe ILMN_1694168 AK096399 10 0
Common Probe ILMN_1707965 LOC100192378 5 1
Common Probe ILMN_1757183 LOC100192378 6 0
Common Probe ILMN_1657606 ZFHX4 3 0
Common Probe ILMN_1743299 PXMP3 1 0
Common Probe ILMN_1788203 HEY1 14 10
Common Probe ILMN_1849186 BC004287 4 0
Common Probe ILMN_1690586 DQ579214 13 0
Common Probe ILMN_1782551 E2F5 5 0
Common Probe ILMN_1752117 AX775961 4 0
Common Probe ILMN_1685856 FAM92A1 20 0
Common Probe ILMN_1711339 FSBP 3 0
Common Probe ILMN_1714108 p53DINP1 2 0
Common Probe ILMN_1680196 LAPTM4B 13 7
Common Probe ILMN_1694840 MATN2 20 10
Common Probe ILMN_1737715 OSR2 3 0
Common Probe ILMN_1712298 ANKRD46 4 0
Common Probe ILMN_2060145 GRHL2 3 0
Common Probe ILMN_1738989 GOLSYN 5 0
Common Probe ILMN_1683660 EIF3H 11 6
Common Probe ILMN_1787186 NOV 6 1
Common Probe ILMN_1874323  3 0
Common Probe ILMN_1695491 WDYHV1 9 8
Common Probe ILMN_1703955 FBXO32 5 0
Common Probe ILMN_1676980 MTSS1 3 0
Common Probe ILMN_1670807 FAM84B 2 0
Common Probe ILMN_1816778 CR741388 3 0
Common Probe ILMN_1690963 ASAP1 5 0
Common Probe ILMN_1860638 AK093867 15 0
Common Probe ILMN_1683313 ST3GAL1 15 8
Common Probe ILMN_1691747 KHDRBS3 3 0
Common Probe ILMN_1692742 DENND3 7 0
Common Probe ILMN_1777740 C8orf55 3 0
Common Probe ILMN_1660501 LY6H 3 0
Common Probe ILMN_1688772 C8orf51 9 4
Common Probe ILMN_1697777 TSTA3 24 0
Common Probe ILMN_1733248 NRBP2 15 9
Common Probe ILMN_1745271 EXOSC4 6 0
Common Probe ILMN_1715583 BOP1 2 0
Common Probe ILMN_1803018 KIFC2 14 9
Common Probe ILMN_1718972 MFSD3 18 0
Common Probe ILMN_1717248 C9orf66 4 0
Common Probe ILMN_1664099 GLIS3 8 2
Common Probe ILMN_1813766 RCL1 5 0
Common Probe ILMN_1806754 GLDC 7 0
Common Probe ILMN_1769409 C9orf123 24 0
Common Probe ILMN_1769290 TTC39B 4 0
Common Probe ILMN_1661491 SH3GL2 4 0
Common Probe ILMN_1753639 MTAP 4 0
Common Probe ILMN_1723198 CDKN2B 10 8
Common Probe ILMN_1707350 TUSC1 2 0
Common Probe ILMN_1762508 C9orf72 3 0
Common Probe ILMN_1666742 C9orf72 2 0
Common Probe ILMN_1698402 NFX1 8 4
Common Probe ILMN_1651574 AQP3 5 0
Common Probe ILMN_2320250 NOL6 3 0
Common Probe ILMN_1665442 NOL6 5 0
Common Probe ILMN_1778347 NUDT2 11 3
Common Probe ILMN_1653613 PIGO 21 0
Common Probe ILMN_1732609 KIAA1539 9 0
Common Probe ILMN_1808898 NPR2 4 0
Common Probe ILMN_1652631 GLIPR2 7 1
Common Probe ILMN_1731184 MELK 24 11
Common Probe ILMN_1678934 POLR1E 6 4
Common Probe ILMN_1811181 MGC21881 12 6
Common Probe ILMN_1659273 AK093722 13 0
Common Probe ILMN_1785452 BC068605 12 3
Common Probe ILMN_1781388 PGM5 7 0
Common Probe ILMN_1709590 PGM5 7 0
Common Probe ILMN_1763972 TJP2 11 0
Common Probe ILMN_1664978 TJP2 14 0
Common Probe ILMN_1778523 KLF9 11 7
Common Probe ILMN_1795228 ZFAND5 2 0
Common Probe ILMN_1742456 OSTF1 8 5
Common Probe ILMN_1666545 GCNT1 3 0
Common Probe ILMN_1810628 PRUNE2 6 0
Common Probe ILMN_1779517 RASEF 3 0
Common Probe ILMN_1698725 FRMD3 6 0
Common Probe ILMN_1798380 UBQLN1 3 0
Common Probe ILMN_1766405 GOLM1 20 12
Common Probe ILMN_1715931 ISCA1 0 0
Common Probe ILMN_1708340 DAPK1 3 0
Common Probe ILMN_1694757 CTSL1 5 0
Common Probe ILMN_1812995 CTSL1 4 0
Common Probe ILMN_1687533 SEMA4D 22 5
Common Probe ILMN_1906595 H95216 4 0
Common Probe ILMN_1651498 GADD45G 1 0
Common Probe ILMN_1732873 IPPK 10 6
Common Probe ILMN_1728799 FBP1 7 0
Common Probe ILMN_1792384 HABP4 9 7
Common Probe ILMN_1687074 CDC14B 5 0
Common Probe ILMN_1815874 NANS 2 0
Common Probe ILMN_1660718 GABBR2 14 0
Common Probe ILMN_1702496 LOC441461 10 3
Common Probe ILMN_1772156 ERP44 15 0
Common Probe ILMN_1653529 TEX10 16 5
Common Probe ILMN_1714278 C9orf30 12 0
Common Probe ILMN_1753026 RP11-35N6.1 5 0
Common Probe ILMN_1806809 ZNF189 1 0
