"geneID","logfc.DE","B.DE","M.ChIP","A.ChIP","log.p.ChIP","B.ChIP","p.DE","p.ChIP","B.nothing","B.DE.only","B.ChIP.only","B.ChIP.DE"
"ENSG00000165526",0.0714817037049426,-0.937104848599291,-0.119788599318871,-7.71740641138822,-3.40384713168685,-3.37003682559078,0.2814855204607,0.0332451252488075,1.22162599853747,-1.73046784462467,-3.64894988464623,-2.90790767366296
"ENSG00000101361",0.151893107231179,-0.89206078189526,-0.512220568186102,-7.37953990989158,-3.44667605630371,-3.41430643477579,0.290684737534688,0.0318513326529083,1.19613606871223,-1.68417749131534,-3.70035100933215,-2.91327027954372
"ENSG00000179409",0.128546568786739,-0.883592412141267,-0.286113834955776,-7.38534774615314,-3.45409704516815,-3.42197063512064,0.292433896347086,0.0316158391460587,1.19102953508564,-1.67553990845825,-3.70942087431648,-2.91367481646162
"ENSG00000115525",0.0578441953815141,-0.988873940812066,-0.1884546200103,-8.33366096718365,-3.37380494149533,-3.33894530816879,0.271134552792094,0.0342590354092614,1.25673068012358,-1.78193253580111,-3.60893978147327,-2.92139501250813
"ENSG00000142156",0.0699395727596967,-1.00730892327484,-0.670965518608429,-8.13496513230338,-3.36005219054643,-3.3247011963778,0.267506828945892,0.0347334461398998,1.2679288586673,-1.80055971613936,-3.59176911131538,-2.92320845896053
"ENSG00000223802",0.0422004199515337,-0.98362129677969,-0.451057008065057,-7.85405307888806,-3.38197346425599,-3.34740238205749,0.27217383047136,0.0339803295560289,1.25504766498419,-1.77622935099836,-3.61800799491629,-2.9251648545256
"ENSG00000086506",0.165215167542722,-1.01163112878913,-0.688698134445753,-8.37122128241771,-3.35856760380797,-3.32316314825307,0.266660757584469,0.0347850492485878,1.27117652379269,-1.80476472209935,-3.58945667176579,-2.9253915556014
"ENSG00000087250",0.283472822442409,-0.9990164079508,-0.316708955533978,-8.22871180490156,-3.37186293501114,-3.33693434094715,0.269134851249017,0.0343256313220856,1.26495533295894,-1.79165337764929,-3.60500872485295,-2.92804927100676
"ENSG00000160360",0.0877892371269599,-1.02337288746577,-0.78752924468627,-8.3789641411374,-3.35431793122542,-3.3187599855192,0.264370923846835,0.0349331888681556,1.27990065770284,-1.81621102421391,-3.58297419200713,-2.93111624602281
"ENSG00000112320",0.00400610040519779,-0.984457526125139,-0.381795572053865,-7.77745816178343,-3.39090784159148,-3.35664958287503,0.272008208984441,0.0336780886474337,1.25898853004163,-1.7761865275759,-3.62660611385013,-2.93486724292697
"ENSG00000133134",0.240184909731248,-0.986828503330897,-0.0166043630836403,-9.11273327620693,-3.39045733248836,-3.35618336904387,0.271538962564189,0.0336932643510848,1.26092024052092,-1.77845936106857,-3.62568925458458,-2.93642360425508
"ENSG00000141542",0.173327316538242,-0.966110226933964,-0.316708955533978,-7.64092513999944,-3.4080749067125,-3.37440966949167,0.275656495021358,0.0331048690333312,1.24884714955205,-1.75734030729154,-3.64714482816516,-2.93662001646166
"ENSG00000126432",0.00165459492406478,0.424275138162563,-0.539852506848188,-6.28615984686312,-4.40580552231201,-4.39352414394632,0.604505798940049,0.0122062700308055,0.143682892443937,-0.374444290044328,-5.05734674726806,-2.93706996395409
"ENSG00000165716",0.228381858960091,-0.912788431904001,-0.109197149911465,-7.34665091319005,-3.46568957725128,-3.43393938452843,0.286429576900004,0.0312514477069218,1.22107153064028,-1.70192944014742,-3.71459111096109,-2.94974322325443
"ENSG00000058056",0.122413148788865,-1.01658845853947,-0.18675538425734,-8.07857721092293,-3.37859272029237,-3.34390251002762,0.265692459932645,0.03409540275697,1.28284766845219,-1.80757334622855,-3.60814876591731,-2.9497701620027
"ENSG00000071539",0.164332176431886,-1.02350030068933,-0.211774062355444,-8.13275924637255,-3.3763912987527,-3.34162329203131,0.264346145402308,0.0341705437892003,1.28811548494035,-1.81428760838015,-3.60463557980483,-2.95344413021276
"ENSG00000105202",0.100871847838795,-0.886301321101496,-0.000856006115501175,-7.22348746980512,-3.49790757762472,-3.46717963789581,0.291873694225548,0.0302606352547633,1.20786908808029,-1.67412614437057,-3.75172090324257,-2.96002770658249
"ENSG00000169122",0.188090700954844,-0.911589809305905,-0.273033892031317,-7.29503789162545,-3.47752433670526,-3.44615360638887,0.286674623285452,0.0308837742953121,1.22392439453013,-1.69974454780034,-3.72643644267898,-2.96064957803634
"ENSG00000130707",0.126239862086018,-0.960890722396121,-0.450507406512338,-7.42944468569915,-3.43835894664363,-3.40571451991691,0.27669989285986,0.0321173483869653,1.25474159892465,-1.74967910298722,-3.67790871475525,-2.96269166527189
"ENSG00000135423",0.078931731040185,-0.949758907330791,-0.0808987137890376,-7.40660966728256,-3.45207091402842,-3.41987828553113,0.278933310245111,0.0316799619209002,1.24951724087059,-1.73796551188531,-3.69361835367769,-2.96710139796087
"ENSG00000186564",0.226327395781082,-1.03974234885272,-0.18675538425734,-8.07857721092293,-3.37859272029237,-3.34390251002762,0.261199710937737,0.03409540275697,1.30315814755864,-1.82940095325119,-3.60365616770925,-2.96952378137959
"ENSG00000055163",0.299011251626244,-1.04749248738082,-0.105399861866772,-7.99789411511395,-3.38337857156405,-3.34885687894237,0.259706902700301,0.033932617075067,1.31169069900447,-1.83628345222848,-3.60687908044874,-2.98096721028316
"ENSG00000134779",0.020029912630759,-1.05896486240623,-0.226760718871039,-8.05857454361608,-3.37841923365133,-3.34372289894307,0.257507320526167,0.034101318366994,1.31991221536094,-1.84755969725976,-3.59981893439916,-2.98579943463909
"ENSG00000014138",0.0908041274183816,-0.72567987718462,-0.400090564473029,-6.88410824825119,-3.66130592475001,-3.63527100849048,0.326143463624007,0.0256989299341833,1.11025191870785,-1.50884395704452,-3.94721219050937,-2.99238583638352
"ENSG00000154917",0.215431814174784,-1.04136813781555,-0.298455515224628,-7.69551423423087,-3.40208644254752,-3.36821553405019,0.260886097078603,0.0333037111404055,1.3130903942925,-1.82883482758921,-3.6264531168359,-2.99455671183212
"ENSG00000160182",0.117099404224232,-0.947029093294637,-0.308125211842587,-7.27749223171982,-3.48180874174619,-3.4505742454049,0.279482687620421,0.0307517387458965,1.25706232082344,-1.73278280238736,-3.72334975366743,-2.99472571456482
